20852,MEDIUM,6 - 9 years,MORTGAGE,HIGH,car,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
20857,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
20859,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
20862,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
20865,LOW,unemployed,MORTGAGE,LOW,major_purchase,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
20871,MEDIUM,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
20872,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
20873,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
20878,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
20879,LOW,2 - 5 years,MORTGAGE,LOW,wedding,LOW,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
20880,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
20882,LOW,< 2 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
20886,MEDIUM,10+ years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
20887,LOW,6 - 9 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
20889,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,LOW,NO
20892,LOW,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
20897,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
20901,MEDIUM,10+ years,MORTGAGE,HIGH,major_purchase,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
20904,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
20912,MEDIUM,< 2 years,RENT,LOW,credit_card,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
20918,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
20923,HIGH,2 - 5 years,MORTGAGE,HIGH,medical,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
20926,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
20932,HIGH,10+ years,RENT,MEDIUM,small_business,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
20939,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
20940,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
20941,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
20942,MEDIUM,6 - 9 years,RENT,HIGH,home_improvement,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
20943,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
20944,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
20948,MEDIUM,10+ years,RENT,MEDIUM,other,HIGH,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
20956,MEDIUM,2 - 5 years,RENT,MEDIUM,car,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
20964,LOW,10+ years,MORTGAGE,MEDIUM,home_improvement,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,YES,MEDIUM,NO
20969,LOW,unemployed,MORTGAGE,MEDIUM,car,HIGH,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
20976,LOW,2 - 5 years,RENT,LOW,small_business,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,YES,MEDIUM,YES
20978,LOW,10+ years,MORTGAGE,LOW,medical,LOW,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,LOW,NO
20979,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
20982,LOW,10+ years,MORTGAGE,LOW,vacation,LOW,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,LOW,NO
20984,LOW,10+ years,MORTGAGE,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
20985,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
20986,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,YES,MEDIUM,NO
20993,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
20995,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
21001,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21012,LOW,10+ years,RENT,MEDIUM,debt_consolidation,LOW,LOW,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
21013,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21020,MEDIUM,10+ years,OWN,LOW,other,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21021,HIGH,10+ years,MORTGAGE,MEDIUM,small_business,AVERAGE,HIGH,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
21024,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21030,MEDIUM,2 - 5 years,MORTGAGE,HIGH,small_business,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21033,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,LOW,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
21036,LOW,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21037,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
21040,MEDIUM,unemployed,OWN,LOW,debt_consolidation,LOW,LOW,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
21041,LOW,unemployed,MORTGAGE,LOW,debt_consolidation,LOW,HIGH,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
21042,MEDIUM,2 - 5 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21044,MEDIUM,10+ years,OWN,MEDIUM,debt_consolidation,HIGH,HIGH,NO,NEVER,FEW,NO,LOW,NO
21048,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,YES,HIGH,YES
21052,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21053,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,HIGH,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
21058,MEDIUM,< 2 years,RENT,LOW,major_purchase,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
21061,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21062,LOW,10+ years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21064,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21070,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21074,LOW,2 - 5 years,RENT,LOW,major_purchase,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21075,HIGH,unemployed,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21081,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21086,HIGH,6 - 9 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21091,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21092,HIGH,2 - 5 years,RENT,MEDIUM,small_business,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21096,MEDIUM,2 - 5 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21103,HIGH,2 - 5 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21104,MEDIUM,2 - 5 years,RENT,MEDIUM,major_purchase,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21108,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
21115,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21120,LOW,2 - 5 years,RENT,LOW,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21121,LOW,unemployed,RENT,LOW,other,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
21124,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21133,LOW,unemployed,RENT,MEDIUM,moving,AVERAGE,LOW,NO,NEVER,FEW,NO,HIGH,NO
21135,LOW,6 - 9 years,OWN,MEDIUM,home_improvement,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
21137,MEDIUM,< 2 years,RENT,LOW,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21141,LOW,6 - 9 years,RENT,MEDIUM,other,LOW,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
21142,MEDIUM,6 - 9 years,OWN,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
21144,HIGH,< 2 years,RENT,HIGH,credit_card,LOW,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21146,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21148,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21149,LOW,10+ years,RENT,LOW,debt_consolidation,HIGH,LOW,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
21157,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21159,MEDIUM,unemployed,RENT,LOW,small_business,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
21162,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21167,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
21169,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21173,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
21174,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,HIGH,YES
21175,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21176,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21178,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
21180,HIGH,6 - 9 years,MORTGAGE,HIGH,major_purchase,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21185,MEDIUM,6 - 9 years,RENT,MEDIUM,wedding,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21188,HIGH,< 2 years,MORTGAGE,HIGH,medical,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
21194,HIGH,< 2 years,OWN,MEDIUM,wedding,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21200,MEDIUM,6 - 9 years,MORTGAGE,LOW,car,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21215,LOW,unemployed,OWN,LOW,credit_card,LOW,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
21218,LOW,6 - 9 years,RENT,LOW,medical,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
21219,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
21222,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
21224,MEDIUM,6 - 9 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21228,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
21235,MEDIUM,6 - 9 years,RENT,MEDIUM,major_purchase,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
21238,HIGH,2 - 5 years,MORTGAGE,HIGH,medical,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
21241,MEDIUM,10+ years,RENT,MEDIUM,vacation,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
21243,LOW,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
21244,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
21245,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
21246,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
21249,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
21263,LOW,10+ years,MORTGAGE,HIGH,other,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21266,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
21270,HIGH,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,LOW,NO
21272,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21274,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21275,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
21284,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
21287,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,NEVER,FEW,NO,HIGH,NO
21291,HIGH,2 - 5 years,MORTGAGE,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21296,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,YES,HIGH,NO
21300,MEDIUM,6 - 9 years,MORTGAGE,HIGH,car,LOW,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
21309,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21310,MEDIUM,< 2 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
21311,LOW,2 - 5 years,RENT,LOW,moving,HIGH,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
21315,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
21320,MEDIUM,2 - 5 years,RENT,MEDIUM,house,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
21328,MEDIUM,2 - 5 years,MORTGAGE,HIGH,wedding,HIGH,HIGH,NO,NEVER,MANY,NO,MEDIUM,NO
21333,MEDIUM,unemployed,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,YES,MEDIUM,YES
21341,LOW,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21348,LOW,6 - 9 years,RENT,HIGH,other,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21352,LOW,unemployed,RENT,MEDIUM,moving,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,YES,HIGH,YES
21354,MEDIUM,2 - 5 years,OWN,MEDIUM,other,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
21355,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
21361,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21362,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21366,MEDIUM,6 - 9 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
21370,MEDIUM,2 - 5 years,OWN,MEDIUM,major_purchase,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21372,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21373,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,HIGH,NO,NEVER,MANY,NO,LOW,NO
21379,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21388,HIGH,10+ years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,YES,HIGH,YES
21389,HIGH,6 - 9 years,MORTGAGE,HIGH,major_purchase,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21390,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21395,MEDIUM,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21396,HIGH,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21399,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21401,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
21402,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21403,LOW,2 - 5 years,RENT,LOW,other,AVERAGE,LOW,NO,IN PAST 2 YEARS,FEW,YES,HIGH,NO
21408,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
21410,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21418,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21420,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,wedding,LOW,HIGH,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
21422,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
21423,LOW,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,HIGH,NO
21425,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21426,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
21427,HIGH,10+ years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21431,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21436,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,HIGH,YES,NEVER,MANY,NO,LOW,NO
21437,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21438,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21441,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,small_business,LOW,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
21448,LOW,6 - 9 years,OWN,MEDIUM,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,YES,LOW,YES
21450,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21452,LOW,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21453,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
21458,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
21463,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
21468,MEDIUM,10+ years,OWN,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21469,LOW,6 - 9 years,MORTGAGE,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
21471,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,other,HIGH,LOW,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
21472,HIGH,10+ years,MORTGAGE,MEDIUM,home_improvement,HIGH,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
21475,MEDIUM,6 - 9 years,MORTGAGE,LOW,car,HIGH,HIGH,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21478,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21488,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21490,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
21494,MEDIUM,< 2 years,MORTGAGE,MEDIUM,small_business,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
21496,HIGH,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,YES,HIGH,YES
21497,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21498,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
